hour,day_of_week,is_weekend,is_rural,is_peak,distance_km,rain_factor,crowd_level,delay_minutes,eta_minutes
17,0,0,0,1,5.39,0.28,MEDIUM,10.0,13.7
10,4,0,1,1,4.13,0.15,HIGH,19.9,10.6
14,0,0,1,1,0.75,0.12,HIGH,17.6,3.1
21,4,0,1,0,7.37,0.4,LOW,7.0,12.4
18,0,0,1,1,7.27,0.22,MEDIUM,14.7,17.5
0,6,1,1,0,3.34,0.39,LOW,4.7,5.8
3,5,1,1,0,0.72,0.25,LOW,1.6,1.1
13,5,1,1,0,6.0,0.07,LOW,0.8,9.5
13,2,0,1,0,6.44,0.23,LOW,7.2,10.7
2,6,1,1,0,4.57,0.19,LOW,5.6,9.5
16,0,0,0,1,3.52,0.09,HIGH,10.2,7.3
2,3,0,0,0,6.88,0.24,LOW,4.2,9.9
15,4,0,1,1,1.94,0.17,HIGH,18.7,5.1
13,6,1,1,0,3.8,0.28,LOW,6.8,7.4
19,0,0,0,1,0.68,0.29,MEDIUM,10.7,0.9
12,5,1,1,0,1.73,0.36,LOW,3.8,3.0
14,5,1,0,1,7.56,0.07,MEDIUM,11.6,14.7
13,4,0,1,0,4.84,0.47,LOW,7.5,9.0
23,3,0,1,0,6.54,0.24,LOW,2.2,11.3
18,0,0,0,1,4.15,0.32,HIGH,10.4,8.8
5,0,0,1,0,6.76,0.5,MEDIUM,4.9,9.4
9,3,0,1,1,4.54,0.5,HIGH,14.9,17.3
14,3,0,0,1,0.53,0.45,HIGH,14.0,2.3
20,3,0,0,0,7.25,0.16,LOW,0.7,9.3
21,5,1,1,0,1.61,0.25,LOW,8.0,2.0
19,4,0,1,1,3.88,0.27,HIGH,14.3,7.8
5,6,1,1,0,4.08,0.31,LOW,1.9,6.3
22,3,0,0,0,0.85,0.09,MEDIUM,5.9,0.8
9,4,0,0,1,0.9,0.47,HIGH,14.4,2.0
6,2,0,0,0,6.22,0.19,LOW,2.7,9.6
21,0,0,0,0,2.75,0.2,LOW,4.8,3.4
16,0,0,1,1,3.57,0.23,HIGH,19.3,11.1
17,1,0,0,1,4.73,0.69,MEDIUM,15.9,8.6
16,2,0,0,1,3.3,0.33,MEDIUM,15.0,5.4
8,6,1,0,1,6.31,0.14,MEDIUM,8.9,12.3
9,3,0,1,1,7.13,0.37,HIGH,18.1,24.3
9,3,0,0,1,0.95,0.19,MEDIUM,11.6,2.6
6,6,1,1,0,5.27,0.07,LOW,4.0,7.6
15,5,1,1,1,2.88,0.26,MEDIUM,16.2,8.1
17,2,0,1,1,4.87,0.42,HIGH,14.9,13.9
5,3,0,1,0,4.13,0.48,LOW,6.3,6.3
19,1,0,1,1,3.0,0.62,HIGH,20.6,8.2
0,4,0,0,0,1.21,0.32,LOW,3.9,1.2
0,0,0,1,0,4.7,0.37,LOW,7.7,7.1
11,2,0,1,0,1.35,0.17,LOW,3.6,1.4
20,0,0,1,0,1.67,0.35,LOW,8.0,2.6
1,4,0,0,0,7.87,0.04,LOW,3.3,11.5
3,2,0,1,0,2.88,0.22,LOW,5.4,3.3
16,4,0,1,1,4.88,0.36,HIGH,16.4,11.7
3,3,0,1,0,2.54,0.2,LOW,4.6,6.4
10,6,1,1,1,6.99,0.21,MEDIUM,16.1,19.5
21,3,0,0,0,2.63,0.05,LOW,1.0,4.6
3,6,1,0,0,3.25,0.28,LOW,5.8,3.4
0,3,0,0,0,5.06,0.46,LOW,6.2,6.7
6,4,0,1,0,7.02,0.65,LOW,9.9,12.5
17,4,0,1,1,6.62,0.09,MEDIUM,14.0,14.3
8,4,0,1,1,2.48,0.05,HIGH,10.4,7.0
2,0,0,1,0,6.72,0.31,LOW,8.0,10.4
7,4,0,1,1,5.76,0.22,HIGH,14.8,18.7
23,3,0,1,0,7.92,0.17,LOW,4.2,11.4
18,1,0,1,1,7.52,0.12,HIGH,12.3,19.2
3,4,0,0,0,4.5,0.16,LOW,2.8,6.2
17,1,0,0,1,6.12,0.24,MEDIUM,13.3,12.6
19,6,1,1,1,4.78,0.31,MEDIUM,15.0,15.4
10,3,0,1,1,4.96,0.22,HIGH,15.0,14.0
13,4,0,0,0,1.26,0.38,LOW,1.5,2.2
17,0,0,1,1,0.52,0.43,MEDIUM,20.6,1.3
15,0,0,0,1,0.86,0.25,MEDIUM,10.3,3.7
2,6,1,1,0,7.75,0.4,LOW,2.6,12.7
14,1,0,0,1,1.45,0.05,HIGH,6.4,2.3
3,5,1,0,0,0.83,0.62,LOW,4.9,0.5
4,0,0,1,0,2.82,0.4,LOW,7.5,5.3
16,0,0,1,1,4.91,0.49,HIGH,20.1,13.2
6,0,0,1,0,7.61,0.22,LOW,3.5,12.2
15,3,0,0,1,5.75,0.28,HIGH,9.8,11.7
13,0,0,1,0,2.57,0.41,LOW,4.7,4.8
15,2,0,1,1,7.54,0.18,HIGH,15.5,27.2
6,4,0,1,0,0.77,0.24,LOW,5.6,0.5
8,6,1,0,1,7.84,0.29,MEDIUM,12.9,18.0
3,0,0,0,0,0.94,0.35,LOW,8.1,1.3
21,5,1,1,0,6.15,0.19,LOW,2.0,11.2
10,5,1,1,1,0.84,0.07,MEDIUM,12.8,2.2
1,0,0,1,0,7.49,0.15,LOW,3.5,14.0
11,0,0,1,0,1.31,0.23,LOW,4.2,3.0
11,2,0,1,0,0.88,0.21,LOW,5.9,1.1
3,0,0,1,0,7.17,0.33,LOW,4.9,13.4
17,0,0,0,1,1.22,0.29,MEDIUM,12.3,2.5
20,4,0,1,0,6.48,0.1,LOW,6.3,8.6
6,5,1,0,0,6.1,0.31,LOW,1.8,8.0
0,2,0,1,0,4.99,0.41,LOW,9.9,7.1
22,5,1,1,0,3.33,0.21,LOW,4.8,4.4
12,2,0,1,0,7.37,0.04,LOW,0.0,10.5
5,5,1,1,0,7.03,0.71,LOW,6.7,11.0
5,0,0,1,0,3.7,0.43,LOW,1.0,4.7
11,5,1,0,0,2.24,0.06,LOW,1.8,4.3
7,5,1,1,1,2.54,0.04,MEDIUM,13.9,5.0
23,2,0,1,0,2.15,0.16,LOW,8.6,2.8
21,6,1,0,0,4.56,0.49,LOW,5.6,6.5
18,1,0,1,1,7.01,0.34,HIGH,16.9,23.2
4,2,0,1,0,6.3,0.04,LOW,1.0,8.9
17,2,0,1,1,6.47,0.04,MEDIUM,19.5,13.9
4,2,0,0,0,3.86,0.13,LOW,4.6,6.3
9,3,0,0,1,2.92,0.13,HIGH,10.0,5.4
0,6,1,1,0,6.18,0.51,LOW,4.5,13.5
9,3,0,1,1,6.45,0.12,HIGH,13.3,16.6
4,3,0,0,0,5.72,0.55,LOW,6.5,10.2
11,2,0,0,0,0.74,0.3,LOW,3.2,2.4
21,1,0,1,0,4.92,0.39,LOW,4.3,8.9
6,2,0,0,0,3.1,0.11,LOW,5.9,5.0
8,0,0,1,1,1.97,0.11,HIGH,13.9,4.1
21,1,0,1,0,5.71,0.72,LOW,7.3,8.6
20,3,0,1,0,2.51,0.35,LOW,3.9,2.4
11,5,1,1,0,7.35,0.3,LOW,4.8,10.8
22,5,1,1,0,2.74,0.15,LOW,3.6,5.7
0,6,1,0,0,4.66,0.07,LOW,2.7,7.5
10,4,0,1,1,6.71,0.04,MEDIUM,17.6,16.0
20,6,1,1,0,3.52,0.39,LOW,7.4,6.7
14,1,0,1,1,6.71,0.1,HIGH,12.2,14.5
1,3,0,0,0,5.93,0.45,LOW,0.5,8.6
19,1,0,0,1,7.41,0.35,MEDIUM,15.5,21.0
6,1,0,1,0,2.94,0.13,LOW,3.5,5.5
20,5,1,1,0,1.29,0.38,LOW,5.4,2.5
11,2,0,1,0,3.73,0.27,LOW,7.3,4.9
21,0,0,1,0,6.39,0.27,LOW,2.8,9.5
17,4,0,1,1,3.88,0.64,HIGH,19.0,15.5
2,3,0,1,0,2.46,0.19,LOW,4.2,2.6
6,1,0,0,0,0.71,0.07,LOW,5.6,0.5
10,4,0,1,1,2.85,0.12,HIGH,15.8,5.3
17,1,0,1,1,5.85,0.16,MEDIUM,15.2,13.5
11,5,1,1,0,1.61,0.38,LOW,4.0,1.2
5,0,0,1,0,3.06,0.17,LOW,4.8,4.3
4,5,1,1,0,0.65,0.16,LOW,3.1,0.8
0,4,0,1,0,5.91,0.16,LOW,0.4,8.3
11,3,0,0,0,7.11,0.35,LOW,5.3,9.9
10,1,0,1,1,4.76,0.21,HIGH,10.9,12.3
3,0,0,1,0,0.69,0.05,LOW,5.6,1.8
17,5,1,1,1,2.13,0.3,HIGH,14.7,5.1
3,4,0,0,0,3.79,0.47,LOW,6.7,5.8
16,5,1,1,1,4.91,0.16,HIGH,17.6,13.9
1,1,0,0,0,4.22,0.29,LOW,6.4,5.9
23,1,0,1,0,7.37,0.12,MEDIUM,7.3,11.5
21,3,0,1,0,7.54,0.19,LOW,3.3,11.2
1,0,0,0,0,1.3,0.06,LOW,4.3,1.5
11,2,0,1,0,1.54,0.26,LOW,4.6,0.6
5,5,1,1,0,3.19,0.26,LOW,4.5,5.6
9,1,0,1,1,3.66,0.07,HIGH,15.7,8.2
22,4,0,0,0,4.9,0.54,LOW,4.4,8.3
20,5,1,1,0,6.3,0.12,LOW,5.0,12.4
22,3,0,1,0,1.52,0.09,LOW,2.7,3.8
15,3,0,1,1,6.52,0.15,HIGH,18.2,16.3
13,1,0,1,0,5.08,0.36,LOW,5.2,9.3
6,1,0,1,0,7.86,0.11,LOW,4.0,13.5
18,1,0,1,1,5.38,0.41,HIGH,18.7,17.6
22,6,1,1,0,5.87,0.11,LOW,2.8,7.8
16,2,0,1,1,1.96,0.19,HIGH,12.7,6.2
8,1,0,1,1,6.27,0.49,HIGH,20.8,18.2
12,5,1,1,0,1.09,0.15,LOW,6.4,2.7
21,5,1,1,0,5.42,0.34,LOW,4.7,9.7
4,6,1,0,0,0.92,0.13,LOW,2.7,1.3
22,6,1,0,0,1.36,0.35,LOW,1.0,2.2
4,0,0,1,0,1.31,0.09,LOW,4.3,2.2
9,4,0,0,1,0.89,0.31,HIGH,10.4,3.8
20,1,0,0,0,2.91,0.14,LOW,4.4,4.0
9,5,1,1,1,7.96,0.16,HIGH,15.8,20.2
6,6,1,1,0,3.11,0.23,LOW,3.9,4.2
14,5,1,1,1,6.21,0.46,HIGH,17.3,22.6
6,5,1,0,0,1.49,0.18,LOW,4.1,0.6
14,6,1,1,1,3.91,0.46,MEDIUM,14.6,12.0
2,2,0,1,0,1.89,0.09,LOW,6.0,1.6
18,6,1,1,1,1.94,0.44,MEDIUM,16.5,6.5
9,6,1,0,1,1.25,0.55,MEDIUM,13.6,5.1
14,4,0,1,1,3.74,0.1,HIGH,13.4,8.7
2,6,1,0,0,1.07,0.33,LOW,5.8,1.7
5,3,0,0,0,7.32,0.12,LOW,4.0,10.3
11,6,1,1,0,3.86,0.29,LOW,0.6,8.9
14,5,1,1,1,6.79,0.19,MEDIUM,17.4,18.2
5,1,0,1,0,7.85,0.63,LOW,10.0,19.1
12,5,1,0,0,5.58,0.39,LOW,5.0,8.6
18,4,0,0,1,7.26,0.13,MEDIUM,8.4,16.1
2,3,0,0,0,1.52,0.25,LOW,3.3,2.5
7,6,1,1,1,6.72,0.22,MEDIUM,14.0,20.7
7,2,0,1,1,2.53,0.08,HIGH,16.6,6.7
22,0,0,1,0,4.04,0.06,LOW,2.8,8.6
19,6,1,1,1,5.35,0.13,MEDIUM,16.1,10.1
14,1,0,0,1,7.28,0.35,HIGH,16.1,16.5
3,0,0,1,0,7.33,0.57,LOW,7.1,12.0
18,2,0,1,1,1.19,0.33,MEDIUM,14.6,3.9
20,4,0,1,0,3.23,0.34,LOW,4.4,4.5
2,4,0,1,0,6.45,0.44,LOW,5.4,13.4
12,2,0,1,0,5.77,0.19,LOW,1.9,10.0
7,5,1,1,1,0.7,0.55,HIGH,20.0,2.3
22,2,0,0,0,3.87,0.11,LOW,5.1,4.8
15,6,1,1,1,6.72,0.26,HIGH,14.2,20.1
12,1,0,1,0,6.03,0.34,LOW,4.3,11.1
2,3,0,1,0,3.59,0.33,LOW,6.3,7.7
15,6,1,0,1,6.01,0.3,MEDIUM,13.5,11.0
8,6,1,1,1,4.63,0.08,MEDIUM,16.0,11.3
13,6,1,0,0,7.34,0.37,LOW,3.4,11.0
12,0,0,1,0,4.9,0.14,LOW,2.4,7.0
20,0,0,1,0,3.51,0.32,LOW,2.4,7.0
6,4,0,1,0,6.97,0.24,LOW,3.2,9.4
14,6,1,1,1,0.87,0.04,MEDIUM,13.3,3.6
6,5,1,0,0,7.25,0.32,LOW,10.1,10.8
5,4,0,1,0,5.72,0.43,MEDIUM,8.0,11.2
1,1,0,1,0,7.55,0.08,LOW,5.3,11.0
8,2,0,1,1,2.38,0.16,HIGH,18.5,7.3
21,0,0,0,0,5.71,0.31,MEDIUM,7.3,10.0
23,6,1,0,0,6.57,0.28,LOW,3.0,10.0
16,1,0,1,1,5.77,0.1,MEDIUM,17.0,12.7
4,4,0,1,0,2.08,0.57,LOW,6.1,2.3
11,4,0,0,0,2.57,0.2,LOW,1.9,3.7
0,0,0,0,0,4.75,0.27,LOW,5.6,6.9
9,4,0,1,1,3.85,0.41,HIGH,18.1,9.4
10,5,1,1,1,6.01,0.28,LOW,15.7,14.3
15,4,0,0,1,3.34,0.13,HIGH,12.4,6.9
13,3,0,1,0,6.95,0.11,LOW,3.7,10.1
7,2,0,1,1,3.74,0.13,HIGH,15.8,9.6
23,4,0,0,0,0.8,0.22,LOW,7.2,1.7
16,3,0,1,1,0.63,0.08,HIGH,17.6,2.5
17,1,0,0,1,5.35,0.33,HIGH,8.0,11.5
11,4,0,1,0,4.55,0.23,LOW,1.8,7.8
16,5,1,0,1,4.57,0.14,HIGH,11.4,7.8
13,1,0,1,0,6.43,0.55,LOW,9.1,9.2
15,6,1,0,1,3.32,0.31,MEDIUM,8.0,6.3
13,4,0,1,0,7.97,0.26,LOW,4.5,11.3
8,0,0,1,1,7.59,0.35,HIGH,18.0,18.2
3,3,0,1,0,0.6,0.08,LOW,2.8,1.6
22,3,0,0,0,7.22,0.26,LOW,3.1,10.6
10,0,0,1,1,5.6,0.22,HIGH,14.3,14.4
5,2,0,1,0,4.27,0.2,LOW,0.8,7.5
14,6,1,1,1,4.87,0.04,HIGH,17.0,16.8
4,5,1,1,0,6.81,0.15,LOW,3.9,9.6
10,3,0,1,1,7.63,0.39,MEDIUM,20.2,24.9
17,1,0,0,1,4.7,0.2,HIGH,13.5,10.7
12,5,1,1,0,1.86,0.61,LOW,4.8,3.6
10,3,0,1,1,5.3,0.22,HIGH,13.9,12.3
13,6,1,0,0,1.07,0.51,LOW,9.1,0.5
17,2,0,1,1,5.26,0.28,HIGH,20.3,15.4
18,6,1,1,1,6.56,0.3,MEDIUM,18.5,16.6
23,1,0,1,0,3.15,0.18,LOW,3.8,4.6
14,6,1,1,1,1.03,0.12,HIGH,14.4,1.9
8,5,1,1,1,5.69,0.4,HIGH,21.0,21.2
7,1,0,1,1,3.04,0.26,HIGH,17.0,9.6
19,0,0,0,1,2.37,0.43,MEDIUM,11.4,6.1
0,4,0,1,0,5.67,0.37,LOW,4.4,8.5
3,0,0,1,0,7.77,0.43,LOW,2.5,11.8
13,5,1,0,0,6.09,0.36,LOW,4.9,11.9
1,4,0,1,0,4.19,0.31,LOW,5.9,5.7
15,0,0,0,1,5.0,0.48,HIGH,14.9,10.9
2,4,0,1,0,1.57,0.58,LOW,4.8,3.5
7,3,0,1,1,6.6,0.18,HIGH,16.7,18.8
5,6,1,1,0,5.03,0.47,LOW,7.2,10.9
15,1,0,1,1,7.74,0.2,HIGH,15.5,22.0
23,4,0,1,0,7.85,0.18,LOW,4.8,14.7
15,3,0,1,1,3.16,0.34,MEDIUM,15.7,7.8
6,6,1,1,0,7.91,0.41,LOW,3.3,13.0
12,6,1,1,0,7.68,0.21,LOW,6.0,13.9
12,2,0,1,0,5.3,0.1,LOW,2.1,8.2
4,0,0,1,0,3.0,0.05,LOW,6.0,3.5
19,2,0,1,1,6.15,0.28,MEDIUM,16.9,15.9
21,5,1,1,0,2.53,0.35,LOW,4.9,4.7
17,3,0,1,1,5.22,0.65,HIGH,20.3,17.9
14,2,0,1,1,0.68,0.45,HIGH,17.2,1.1
17,2,0,1,1,5.21,0.11,MEDIUM,15.4,15.2
1,6,1,1,0,7.64,0.1,LOW,4.6,13.7
9,3,0,1,1,2.26,0.35,HIGH,15.6,8.4
22,6,1,0,0,6.34,0.09,LOW,6.6,8.4
12,1,0,1,0,2.7,0.31,LOW,7.2,5.2
17,4,0,1,1,5.81,0.31,HIGH,18.2,18.3
14,5,1,0,1,5.75,0.19,MEDIUM,9.4,12.1
11,5,1,0,0,1.89,0.28,LOW,6.5,4.5
14,0,0,0,1,4.98,0.13,HIGH,13.4,10.9
12,6,1,1,0,6.94,0.39,LOW,4.5,12.1
17,4,0,1,1,3.37,0.2,HIGH,18.0,7.0
14,0,0,0,1,5.83,0.55,HIGH,14.6,14.6
22,5,1,0,0,5.56,0.24,LOW,1.3,6.1
10,4,0,1,1,2.43,0.36,HIGH,16.1,8.3
18,2,0,1,1,7.39,0.55,MEDIUM,20.1,22.7
2,1,0,0,0,4.73,0.55,LOW,6.8,7.4
6,2,0,1,0,3.16,0.35,LOW,1.5,6.9
20,1,0,1,0,1.73,0.52,LOW,6.1,1.3
13,6,1,1,0,4.05,0.05,LOW,2.7,6.5
13,3,0,1,0,5.98,0.17,LOW,1.1,9.8
21,0,0,1,0,5.18,0.15,LOW,3.0,8.9
12,0,0,1,0,5.95,0.18,LOW,5.6,9.0
11,3,0,0,0,6.44,0.33,LOW,2.4,10.3
23,4,0,1,0,3.81,0.34,LOW,5.4,6.3
8,3,0,1,1,4.4,0.28,HIGH,16.1,12.4
0,6,1,0,0,7.9,0.32,LOW,8.2,13.6
18,5,1,1,1,7.76,0.47,MEDIUM,19.4,22.4
10,3,0,1,1,3.61,0.49,HIGH,16.4,9.0
22,1,0,1,0,5.64,0.23,LOW,8.6,9.7
21,5,1,1,0,2.51,0.16,LOW,1.3,3.5
22,3,0,1,0,1.65,0.5,LOW,7.4,1.7
23,0,0,1,0,6.26,0.14,LOW,3.0,9.4
21,2,0,0,0,3.77,0.2,LOW,6.4,4.7
18,1,0,0,1,1.83,0.32,MEDIUM,11.7,4.3
17,6,1,1,1,6.19,0.52,HIGH,17.5,21.5
11,1,0,1,0,7.36,0.41,LOW,7.3,12.9
22,4,0,1,0,7.5,0.22,LOW,3.0,13.1
0,2,0,1,0,4.97,0.19,LOW,4.0,7.7
18,1,0,1,1,4.1,0.42,HIGH,19.0,10.8
19,3,0,0,1,1.56,0.31,HIGH,12.0,4.0
16,1,0,1,1,6.45,0.2,MEDIUM,12.6,18.7
4,1,0,1,0,7.59,0.17,LOW,2.9,13.2
2,1,0,1,0,7.17,0.23,LOW,3.6,12.1
1,4,0,1,0,6.14,0.34,MEDIUM,3.5,7.6
2,1,0,0,0,0.53,0.1,LOW,4.8,1.1
7,1,0,0,1,3.56,0.47,MEDIUM,11.7,9.9
15,4,0,1,1,3.58,0.32,HIGH,18.3,8.6
5,5,1,1,0,7.21,0.31,LOW,6.1,10.9
12,2,0,0,0,0.99,0.5,LOW,5.9,2.6
22,6,1,0,0,4.48,0.49,LOW,9.2,6.1
21,5,1,0,0,1.52,0.4,LOW,3.7,2.4
21,0,0,1,0,5.47,0.15,LOW,3.5,9.9
15,4,0,1,1,6.44,0.02,MEDIUM,12.4,14.1
15,4,0,1,1,5.31,0.16,HIGH,20.4,15.9
2,1,0,1,0,6.46,0.7,MEDIUM,8.7,12.2
12,1,0,0,0,5.06,0.13,LOW,2.5,7.6
13,6,1,1,0,1.92,0.06,LOW,4.5,3.1
7,0,0,1,1,3.37,0.43,HIGH,21.0,10.6
11,1,0,1,0,7.68,0.27,LOW,5.2,14.0
22,3,0,0,0,2.66,0.42,LOW,2.8,4.1
22,1,0,1,0,0.97,0.3,LOW,6.1,1.1
21,1,0,1,0,3.39,0.42,LOW,3.8,5.5
20,3,0,1,0,3.25,0.49,LOW,7.0,5.4
7,0,0,1,1,4.03,0.52,HIGH,16.6,13.1
20,3,0,1,0,4.7,0.26,LOW,5.4,7.8
8,4,0,1,1,7.94,0.26,HIGH,16.6,17.3
0,3,0,0,0,6.17,0.54,LOW,3.0,10.8
5,2,0,1,0,0.77,0.17,LOW,3.6,0.5
22,4,0,1,0,5.85,0.11,LOW,4.2,10.1
18,1,0,0,1,6.68,0.56,MEDIUM,16.7,16.0
22,6,1,0,0,7.22,0.18,LOW,2.1,11.1
10,4,0,1,1,3.68,0.29,MEDIUM,16.9,10.5
10,0,0,1,1,2.85,0.37,MEDIUM,17.5,9.1
22,0,0,1,0,6.79,0.2,LOW,1.2,12.1
12,3,0,1,0,6.33,0.07,LOW,8.6,9.6
10,4,0,0,1,4.52,0.3,MEDIUM,10.8,11.0
17,1,0,0,1,1.38,0.32,MEDIUM,12.1,1.9
22,0,0,1,0,5.39,0.24,LOW,5.7,7.8
14,5,1,1,1,0.99,0.27,HIGH,17.8,0.5
0,1,0,1,0,1.25,0.35,LOW,9.0,0.7
20,5,1,1,0,2.98,0.17,LOW,2.9,5.0
6,2,0,1,0,3.28,0.36,LOW,6.7,4.8
22,5,1,1,0,3.96,0.36,LOW,4.4,6.5
12,0,0,1,0,3.04,0.36,LOW,6.4,5.4
11,3,0,1,0,0.75,0.37,MEDIUM,5.8,1.5
17,2,0,1,1,1.68,0.48,HIGH,14.8,4.3
23,4,0,1,0,1.36,0.42,LOW,4.5,2.5
18,1,0,1,1,3.73,0.28,HIGH,15.0,8.1
14,0,0,0,1,2.09,0.41,MEDIUM,14.2,4.1
7,2,0,1,1,2.7,0.31,HIGH,16.9,6.0
18,2,0,1,1,4.04,0.1,LOW,17.3,9.9
9,0,0,1,1,2.27,0.13,HIGH,18.8,6.4
6,4,0,1,0,2.34,0.32,LOW,2.6,4.1
17,4,0,1,1,6.75,0.56,HIGH,16.4,15.6
15,3,0,1,1,4.61,0.26,HIGH,15.8,9.6
19,6,1,1,1,6.93,0.3,MEDIUM,18.4,19.7
5,5,1,1,0,4.36,0.28,LOW,1.7,7.4
8,4,0,1,1,7.32,0.11,HIGH,19.4,20.4
20,3,0,1,0,2.41,0.33,LOW,7.0,4.9
12,5,1,0,0,5.13,0.14,LOW,4.0,5.1
20,2,0,1,0,4.27,0.67,LOW,9.5,8.9
7,0,0,1,1,7.39,0.24,HIGH,16.0,18.4
15,4,0,1,1,3.64,0.31,HIGH,13.6,13.9
12,3,0,1,0,6.91,0.17,LOW,6.5,12.1
12,2,0,1,0,4.73,0.38,MEDIUM,7.0,8.6
16,4,0,1,1,5.81,0.63,HIGH,19.9,19.3
22,1,0,0,0,7.15,0.14,LOW,4.8,9.5
19,6,1,1,1,7.98,0.03,LOW,13.9,21.8
4,2,0,1,0,5.98,0.2,LOW,0.7,12.1
21,4,0,1,0,2.86,0.52,LOW,1.4,3.0
20,2,0,1,0,2.74,0.17,LOW,0.1,4.5
16,0,0,1,1,2.82,0.05,HIGH,15.3,8.0
8,0,0,0,1,1.23,0.53,HIGH,11.3,2.1
1,6,1,1,0,0.9,0.23,LOW,1.2,2.0
17,0,0,0,1,4.86,0.2,HIGH,9.9,11.3
8,5,1,1,1,6.58,0.55,HIGH,18.4,21.9
5,1,0,0,0,0.77,0.51,LOW,7.9,1.8
10,0,0,0,1,4.75,0.23,MEDIUM,17.0,11.0
5,1,0,0,0,3.29,0.39,LOW,9.1,5.8
5,0,0,0,0,7.19,0.12,LOW,3.0,8.9
12,5,1,1,0,1.59,0.22,LOW,1.9,4.6
10,2,0,1,1,4.73,0.36,HIGH,18.5,20.5
13,4,0,1,0,7.78,0.03,LOW,2.8,11.5
1,4,0,1,0,3.09,0.36,MEDIUM,5.0,3.3
7,0,0,0,1,6.06,0.44,HIGH,13.1,14.5
2,4,0,1,0,7.12,0.34,LOW,3.8,11.1
22,0,0,1,0,1.9,0.26,LOW,6.0,4.3
20,0,0,1,0,7.94,0.62,LOW,8.6,15.6
2,6,1,0,0,6.57,0.18,LOW,3.9,9.4
0,3,0,0,0,1.53,0.34,LOW,5.7,3.9
23,3,0,1,0,2.83,0.26,LOW,3.1,5.4
18,6,1,1,1,5.19,0.53,MEDIUM,17.6,14.5
17,3,0,1,1,7.14,0.21,HIGH,15.2,20.3
16,1,0,1,1,1.96,0.25,HIGH,17.4,5.4
19,3,0,1,1,5.98,0.32,MEDIUM,16.7,18.7
23,0,0,1,0,2.53,0.49,LOW,6.5,5.1
12,5,1,1,0,6.54,0.33,LOW,3.6,10.5
2,5,1,1,0,5.63,0.15,LOW,8.0,9.0
0,2,0,1,0,4.42,0.2,LOW,3.7,6.2
3,3,0,0,0,5.37,0.43,LOW,2.6,7.4
12,5,1,0,0,7.07,0.33,LOW,7.1,8.7
16,3,0,1,1,3.4,0.11,HIGH,12.7,6.8
10,2,0,0,1,6.27,0.09,LOW,9.9,14.1
1,5,1,1,0,1.69,0.34,LOW,5.2,2.5
15,0,0,1,1,5.76,0.38,HIGH,16.2,18.3
1,1,0,1,0,6.13,0.16,LOW,3.4,8.9
18,6,1,0,1,3.82,0.37,HIGH,12.5,7.8
22,6,1,1,0,6.45,0.38,LOW,4.6,10.5
18,6,1,1,1,4.68,0.46,MEDIUM,14.1,12.5
15,3,0,1,1,7.52,0.09,HIGH,17.1,16.4
21,5,1,0,0,1.34,0.15,LOW,4.3,3.2
18,5,1,0,1,1.48,0.4,LOW,13.7,1.5
8,2,0,1,1,6.82,0.18,HIGH,15.7,20.6
0,0,0,0,0,6.82,0.26,LOW,3.4,9.1
9,4,0,1,1,4.03,0.32,HIGH,17.7,10.6
18,5,1,0,1,7.73,0.45,MEDIUM,16.1,16.4
0,1,0,0,0,5.6,0.25,LOW,5.7,8.8
1,2,0,1,0,7.87,0.11,MEDIUM,7.4,12.1
15,5,1,0,1,4.49,0.23,HIGH,11.6,11.3
11,5,1,1,0,2.01,0.24,LOW,4.0,4.7
7,2,0,0,1,3.83,0.24,MEDIUM,14.9,8.3
22,2,0,0,0,7.85,0.11,LOW,2.1,9.6
17,3,0,1,1,3.28,0.08,MEDIUM,16.1,6.5
1,5,1,1,0,7.68,0.13,LOW,5.4,13.3
12,4,0,1,0,6.48,0.12,LOW,6.4,9.1
5,1,0,0,0,3.82,0.05,LOW,1.6,7.1
20,0,0,0,0,4.56,0.16,LOW,4.0,7.1
5,0,0,1,0,5.06,0.42,LOW,5.5,7.4
8,4,0,1,1,5.49,0.5,HIGH,14.1,15.1
15,2,0,1,1,1.08,0.21,HIGH,14.7,2.4
10,2,0,1,1,7.5,0.12,HIGH,16.7,19.4
6,2,0,1,0,4.98,0.29,LOW,7.6,7.0
9,5,1,1,1,7.48,0.55,HIGH,18.5,22.7
9,2,0,1,1,5.24,0.17,HIGH,14.2,14.7
19,2,0,1,1,3.73,0.31,HIGH,15.5,11.6
17,5,1,1,1,4.75,0.13,MEDIUM,12.6,14.1
23,5,1,0,0,6.72,0.44,LOW,8.3,10.1
19,4,0,1,1,2.95,0.09,HIGH,17.8,7.6
8,3,0,1,1,7.67,0.28,HIGH,14.0,21.1
14,5,1,1,1,3.99,0.25,HIGH,19.5,18.4
3,1,0,1,0,7.67,0.48,MEDIUM,7.5,13.8
7,2,0,1,1,7.11,0.2,HIGH,16.2,19.2
8,3,0,1,1,6.26,0.08,HIGH,13.2,15.3
12,0,0,1,0,4.01,0.23,LOW,3.4,8.4
8,4,0,0,1,4.9,0.45,MEDIUM,14.4,15.4
3,3,0,1,0,6.79,0.07,LOW,1.7,10.0
16,5,1,1,1,4.58,0.12,HIGH,14.3,12.5
15,2,0,1,1,6.04,0.44,HIGH,15.3,15.5
14,2,0,1,1,6.43,0.23,HIGH,16.1,17.1
2,2,0,0,0,4.35,0.42,LOW,3.7,6.2
